BRAND," MODEL"," VARIANT_TYPE",MODEL_ID," YEAR FROM"," YEAR TO","ORG SKU",SKU,NAME,DESCRIPTION," TIP STYLE"," PIPE Ø (MM)"," PIPE Ø (INCHES)"," EC-APPROVED?"," RACE SYSTEM"," VALVESONIC"," FITTING TIME"," SHIPPING DATA",PRICE
Volkswagen," Golf"," MK7.5 GTi (Non Performance Pack Models & Non-GPF Equipped Models Only)",,2017,2018," SSXVW396"," SSXVW396-3057"," Large Bore Downpipe and Hi-Flow Sports Cat"," For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",13803
Volkswagen," Golf"," MK7.5 GTi (Performance Pack Models & Non OPF/GPF Equipped Models Only)",,2017,2018," SSXVW396"," SSXVW396-3058"," Large Bore Downpipe and Hi-Flow Sports Cat"," For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",13803
Volkswagen," Jetta"," Mk7 (MQB) GLi 2.0T",,2019,2022," SSXVW396"," SSXVW396-3059"," Large Bore Downpipe and Hi-Flow Sports Cat"," For fitment to the OE cat back exhaust only - 200 CPSI HJS Cat (NO CEL)"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",13803
Seat," Leon"," Cupra 280 & 290 2.0 TSI (Non OPF/GPF Models)","118002, 108637, 118001, 100791, 118000, 100787",2014,2017," SSXVW397"," SSXVW397-3060"," Large Bore Downpipe and Hi-Flow Sports Cat"," EC-Approved. For fitment to the OE cat back exhaust only"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",27541
Seat," Leon"," Cupra 300 2.0 TSI (Non-OPF/GPF Models)","125720, 125719, 125718, 125703, ",2018,2019," SSXVW397"," SSXVW397-3061"," Large Bore Downpipe and Hi-Flow Sports Cat"," EC-Approved. For fitment to the OE cat back exhaust only"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",27541
Volkswagen," Golf"," MK7 GTi (including GTi Performance Pack Clubsport & Clubsport S models)",,2013,2016," SSXVW397"," SSXVW397-3062"," Large Bore Downpipe and Hi-Flow Sports Cat"," EC-Approved. For fitment to the OE cat back exhaust only"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",27541
Volkswagen," Golf"," MK7.5 GTi (Non Performance Pack Models & Non-GPF Equipped Models Only)",,2017,2018," SSXVW397"," SSXVW397-3063"," Large Bore Downpipe and Hi-Flow Sports Cat"," EC-Approved. For fitment to the OE cat back exhaust only"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",27541
Volkswagen," Golf"," MK7.5 GTi (Performance Pack Models & Non OPF/GPF Equipped Models Only)",,2017,2018," SSXVW397"," SSXVW397-3064"," Large Bore Downpipe and Hi-Flow Sports Cat"," EC-Approved. For fitment to the OE cat back exhaust only"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",27541
Seat," Leon"," Cupra 280 & 290 2.0 TSI (Non OPF/GPF Models)","118002, 108637, 118001, 100791, 118000, 100787",2014,2017," SSXVW398"," SSXVW398-3065"," Cast Downpipe with Race Cat"," 200 Cell Race High Flow Sports Cat - For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",10123
Seat," Leon"," Cupra 300 2.0 TSI (Non-OPF/GPF Models)","125720, 125719, 125718, 125703, ",2018,2019," SSXVW398"," SSXVW398-3066"," Cast Downpipe with Race Cat"," 200 Cell Race High Flow Sports Cat - For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",10123
Volkswagen," Golf"," MK7 GTi (including GTi Performance Pack Clubsport & Clubsport S models)",,2013,2016," SSXVW398"," SSXVW398-3067"," Cast Downpipe with Race Cat"," 200 Cell Race High Flow Sports Cat - For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",10123
Volkswagen," Golf"," MK7.5 GTi (Non Performance Pack Models & Non-GPF Equipped Models Only)",,2017,2018," SSXVW398"," SSXVW398-3068"," Cast Downpipe with Race Cat"," 200 Cell Race High Flow Sports Cat - For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",10123
Volkswagen," Golf"," MK7.5 GTi (Performance Pack Models & Non OPF/GPF Equipped Models Only)",,2017,2018," SSXVW398"," SSXVW398-3069"," Cast Downpipe with Race Cat"," 200 Cell Race High Flow Sports Cat - For fitment to the OE cat back exhaust only"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",10123
Volkswagen," Jetta"," Mk7 (MQB) GLi 2.0T",,2019,2022," SSXVW398"," SSXVW398-3070"," Large Bore Downpipe and Hi-Flow Sports Cat"," For fitment to the OE cat back exhaust only - 200 CPSI Race Cat"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 8kg.",10123
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW399"," SSXVW399-3071"," Cat-back"," Resonated (quieter). Polished GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",26376
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW400"," SSXVW400-3072"," Cat-back"," Resonated (quieter). Cerakote Black GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",26376
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW401"," SSXVW401-3073"," Cat-back"," Resonated (quieter). Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",30657
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW402"," SSXVW402-3074"," Cat-back"," Resonated (quieter). Burnt Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",35077
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW403"," SSXVW403-3075"," Cat-back"," Non-resonated (louder). Polished GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",24241
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW404"," SSXVW404-3076"," Cat-back"," Non-resonated (louder). Cerakote Black GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",24241
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW405"," SSXVW405-3077"," Cat-back"," Non-resonated (louder). Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 26kg.",28523
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW406"," SSXVW406-3078"," Cat-back"," Non-resonated (louder). Burnt Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",32943
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW407"," SSXVW407-3079"," Cat-back"," Non-Valved Race System. Non-resonated (loudest). Cerakote Black GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",15732
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW408"," SSXVW408-3080"," Cat-back"," Non-Valved Race System. Non-resonated (loudest). Polished GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",15732
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW409"," SSXVW409-3081"," Cat-back"," Non-Valved Race System. Non-resonated (loudest). Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",20013
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW410"," SSXVW410-3082"," Cat-back"," Non-Valved Race System. Non-resonated (loudest). Burnt Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",24433
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW411"," SSXVW411-3083"," Cat-back"," Non-Valved Race System. Resonated (quieter). Cerakote Black GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 32kg.",17866
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW412"," SSXVW412-3084"," Cat-back"," Non-Valved Race System. Resonated (quieter). Polished GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 32kg.",17866
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW413"," SSXVW413-3085"," Cat-back"," Non-Valved Race System. Resonated (quieter). Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 32kg.",22147
Volkswagen," Golf"," MK7 R 2.0 TSI 300PS",,2014,2016," SSXVW414"," SSXVW414-3086"," Cat-back"," Non-Valved Race System. Resonated (quieter). Burnt Titanium GT-100 Round Trims"," Quad 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 32kg.",26567
Volkswagen," Polo"," GTI 1.8 TSI 192PS (3 & 5 door)",108640,2015,2018," SSXVW415"," SSXVW415-3087"," Cat-back"," Non-Resonated (Louder) with Twin Polished Tips"," Twin 80mm GT80 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 16kg.",10911
Volkswagen," Polo"," GTI 1.8 TSI 192PS (3 & 5 door)",108640,2015,2018," SSXVW416"," SSXVW416-3088"," Cat-back"," Non-Resonated (Louder) with  Twin Cerakote Black Tips"," Twin 80mm GT80 ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 18kg.",11599
Seat," Ibiza"," Cupra 1.8TFSI (6P)",117382,2016,2017," SSXVW417"," SSXVW417-3089"," Large Bore Downpipe and Hi-Flow Sports Cat"," Requires a Stage 2 ECU Remap and must be fitted with a Milltek Sport cat-back system"," ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 17kg.",14710
Volkswagen," Polo"," GTI 1.8 TSI 192PS (3 & 5 door)",108640,2015,2018," SSXVW417"," SSXVW417-3090"," Large Bore Downpipe and Hi-Flow Sports Cat"," Requires a Stage 2 ECU Remap and must be fitted with a Milltek Sport cat-back system"," ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 17kg.",14710
Volkswagen," Golf"," MK5 R32 3.2 V6",,2005,2009," SSXVW418"," SSXVW418-3091"," Cat-back"," Non-resonated (louder) with Cerakote Black Trims. Not recommended for fitment with hi-flow sports catalysts"," 100mm GT-100 Cerakote ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 17kg.",11020
Volkswagen," Golf"," MK5 R32 3.2 V6",,2005,2009," SSXVW419"," SSXVW419-3092"," Cat-back"," Resonated (quieter) with Cerakote Black Trims"," 100mm GT-100 Cerakote ",69.85,2.75," No"," No"," No"," "," Ships in 1 box measuring 97X 87 X28  and weighing 22kg.",12784
Seat," Ibiza"," Cupra 1.8TFSI (6P)",117382,2016,2017," SSXVW420"," SSXVW420-3093"," Large-bore Downpipe and De-cat"," Requires a Stage 2 ECU Remap and must be fitted with a Milltek Sport cat-back system"," ",70,2.76," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",5596
Volkswagen," Polo"," GTI 1.8 TSI 192PS (3 & 5 door)",108640,2015,2018," SSXVW420"," SSXVW420-3094"," Large-bore Downpipe and De-cat"," Requires a Stage 2 ECU Remap and must be fitted with a Milltek Sport cat-back system"," ",70,2.76," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 6kg.",5596
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW421"," SSXVW421-3095"," Cat-back"," Resonated (quieter). Polished Oval Tips -- EC Approved"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",28939
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW422"," SSXVW422-3096"," Cat-back"," Resonated (quieter). Cerakote Black Oval Tips -- EC Approved"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",31341
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 300PS (GPF Equipped Models Only)",,2019,2020," SSXVW423"," SSXVW423-3097"," Cat-back"," GPF Back - Polished Oval Tips - EC Approved"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 28kg.",26805
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW423"," SSXVW423-3098"," Cat-back"," Non-resonated (louder). Polished Oval Tips"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 28kg.",26805
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 300PS (GPF Equipped Models Only)",,2019,2020," SSXVW424"," SSXVW424-3099"," Cat-back"," GPF Back - Cerakote Black Oval Tips - EC Approved"," ",76.2,3," Yes"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 28kg.",29207
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW424"," SSXVW424-3100"," Cat-back"," Non-resonated (louder). Cerakote Black Oval Tips"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 28kg.",29207
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW425"," SSXVW425-3101"," Cat-back"," Non-Valved Race System. Non-resonated (louder). Cerakote Black Oval Tips"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",20391
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW426"," SSXVW426-3102"," Cat-back"," Non-Valved Race System. Non-resonated (louder). Polished Oval Tips"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",17988
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW427"," SSXVW427-3103"," Cat-back"," Road+ with GT-90 Polished Trim"," 90mm GT90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",7603
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW427"," SSXVW427-3104"," Cat-back"," Road+ with GT-90 Polished Trim"," 90mm GT90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",7603
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW428"," SSXVW428-3105"," Cat-back"," Road+ with GT-90 Cerakote Black Trim"," 90mm GT90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",8172
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW428"," SSXVW428-3106"," Cat-back"," Road+ with GT-90 Cerakote Black Trim"," 90mm GT90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",8172
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW429"," SSXVW429-3107"," Cat-back"," Road+ with GT-90 Titanium Trim"," 90mm GT90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",9159
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW429"," SSXVW429-3108"," Cat-back"," Road+ with GT-90 Titanium Trim"," 90mm GT90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",9159
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW430"," SSXVW430-3109"," Cat-back"," Road+ with GT-90 Burnt Titanium Trim"," 90.00 GT-90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",9782
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW430"," SSXVW430-3110"," Cat-back"," Road+ with GT-90 Burnt Titanium Trim"," 90.00 GT-90 ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",9782
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW431"," SSXVW431-3111"," Cat-back"," Road+ with JET-90 Carbon Trim"," 90 JET ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",8376
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW431"," SSXVW431-3112"," Cat-back"," Road+ with JET-90 Carbon Trim"," 90 JET ",50.8,2," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 18kg.",8376
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW432"," SSXVW432-3113"," Cat-back"," EC Approved with GT-90 Polished Trim"," 90mm GT90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 13kg.",7674
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW432"," SSXVW432-3114"," Cat-back"," EC Approved with GT-90 Polished Trim"," 90mm GT90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 13kg.",7674
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW433"," SSXVW433-3115"," Cat-back"," EC Approved with GT-90 Cerakote Black Trim"," 90mm GT90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 17kg.",8244
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW433"," SSXVW433-3116"," Cat-back"," EC Approved  with GT-90 Cerakote Black Trim"," 90mm GT90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 17kg.",8244
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW434"," SSXVW434-3117"," Cat-back"," EC Approved with GT-90 Titanium Trim"," 90mm GT90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 16kg.",9231
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW434"," SSXVW434-3118"," Cat-back"," EC Approved with GT-90 Titanium Trim"," 90mm GT90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 16kg.",9231
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW435"," SSXVW435-3119"," Cat-back"," EC Approved with GT-90 Burnt Titanium Trim"," 90.00 GT-90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 16kg.",9854
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW435"," SSXVW435-3120"," Cat-back"," EC Approved with GT-90 Burnt Titanium Trim"," 90.00 GT-90 ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X30 and weighing 16kg.",9854
Volkswagen," Up!"," 1.0TSI 90PS (3 & 5 Door)",120717,2016,2022," SSXVW436"," SSXVW436-3121"," Cat-back"," EC Approved with JET-90 Carbon Trim"," 90 JET ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 16kg.",8448
Volkswagen," Up!"," GTI 1.0TSI 115PS (3 & 5 Door)",129787,2018,2022," SSXVW436"," SSXVW436-3122"," Cat-back"," EC Approved with JET-90 Carbon Trim"," 90 JET ",50.8,2," Yes"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 16kg.",8448
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW438"," SSXVW438-3123"," Cat-back"," Non-Resonated (Louder) with Polished GT-100 Trims"," Dual GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 24kg.",15400
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW439"," SSXVW439-3124"," Cat-back"," Non-Resonated (Louder) with Cerakote Black GT-100 Trims"," Dual GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 24kg.",15400
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW440"," SSXVW440-3125"," Cat-back"," Non-Resonated (Louder) with Titanium GT-100 Trims"," Dual 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 24kg.",17540
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW441"," SSXVW441-3126"," Cat-back"," Non-Resonated (Louder) with Burnt Titanium GT-100 Trims"," GT-100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 24kg.",19750
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW442"," SSXVW442-3127"," Cat-back"," Non-Resonated (Louder) with Carbon Jet-100 Trims"," 102mm Carbon Jet ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 24kg.",17177
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW443"," SSXVW443-3128"," Cat-back"," Resonated (Quieter) with Polished GT-100 Trims"," Dual GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 28kg.",17534
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW444"," SSXVW444-3129"," Cat-back"," Resonated (Quieter) with Black Cerakote GT-100 Trims"," Dual GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 28kg.",17534
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW445"," SSXVW445-3130"," Cat-back"," Resonated (Quieter) with Titanium GT-100 Trims"," Dual 100mm GT100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 28kg.",19674
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW446"," SSXVW446-3131"," Cat-back"," Resonated (Quieter) with Burnt Titanium GT-100 Trims"," GT-100 ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 28kg.",21885
Volkswagen," Golf"," Mk7 2.0TFSI Alltrack / Estate / Station Wagon / Combi 4-Motion",,2016,2021," SSXVW447"," SSXVW447-3132"," Cat-back"," Resonated (Quieter) with Carbon Jet-100 Trims"," 102mm Carbon Jet ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 28kg.",19312
Volkswagen," Amarok"," 3.0 V6 TDI (204 & 224PS)","120195, 122843",2017,2022," SSXVW448"," SSXVW448-3133"," Cat-back"," Twin oval outlet (rear exit)"," Twin 100 x 80mm Special Oval ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",6588
Volkswagen," Amarok"," 3.0 V6 TDI (204 & 224PS)","120195, 122843",2017,2022," SSXVW449"," SSXVW449-3134"," Cat-back"," Cerakote Black Twin oval outlet (rear exit)"," Twin 100 x 80mm Special Oval ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 130X 40 X30 and weighing 20kg.",7645
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW450"," SSXVW450-3135"," Cat-back"," Non-Valved Race System. Resonated (Quieter). Cerakote Black Oval Tips"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",22525
Volkswagen," Golf"," Mk7.5 R 2.0 TSI 310PS (Non-GPF Equipped Models Only)",,2017,2021," SSXVW451"," SSXVW451-3136"," Cat-back"," Non-Valved Race System. Resonated (Quieter). Polished Oval Tips"," ",76.2,3," No"," No"," No"," "," Ships in 1 box measuring 120X 74 X28  and weighing 30kg.",20123
Seat," Ibiza"," Cupra 1.8TFSI (6P)",117382,2016,2017," SSXVW452"," SSXVW452-3137"," Large-bore Downpipe and De-cat"," Requires a Stage 2 ECU Remap for fitment to OE Cat Back System OE"," ",70,2.76," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 11kg.",5557
Volkswagen," Polo"," GTI 1.8 TSI 192PS (3 & 5 door)",108640,2015,2018," SSXVW452"," SSXVW452-3138"," Large-bore Downpipe and De-cat"," Requires a Stage 2 ECU Remap for fitment to OE Cat Back System OE"," ",70,2.76," No"," Yes"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 11kg.",5557
Seat," Ibiza"," Cupra 1.8TFSI (6P)",117382,2016,2017," SSXVW453"," SSXVW453-3139"," Large Bore Downpipe and Hi-Flow Sports Cat"," Requires a Stage 2 ECU Remap for fitment to OE Cat Back System Only"," ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 12kg.",14671
Volkswagen," Polo"," GTI 1.8 TSI 192PS (3 & 5 door)",108640,2015,2018," SSXVW453"," SSXVW453-3140"," Large Bore Downpipe and Hi-Flow Sports Cat"," Requires a Stage 2 ECU Remap for fitment to OE Cat Back System Only"," ",70,2.76," No"," No"," No"," "," Ships in 1 box measuring 100X 40 X 30 and weighing 12kg.",14671
